"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86"
0.251001,0.169549586953347,0.23858471603088,0.169013813647163,0.227619825759267,0.167449971641318,0.116252765950775,0.0944318285516503,0.195687711518085,0.13792394823913,0.0966163394474989,0.207231390643581,0.161737076444206,0.114040940923021,0.0930004235474583,0.183158515618726,0.133524203467806,0.0945954480474577,0.188099515379943,0.153202062067116,0.110260493953986,0.0798890739459753,0.167229146720089,0.125941496166027,0.0905175253782288,0.163418377013256,0.137343422140025,0.101029226290968,0.0739808354906125,0.137977786716514,0.106932939496853,0.0780812788665723,0.0615506708091641,0.119481582098524,0.0937888216808797,0.0690371766659808,0.0546284796148789,0.104861424433095,0.0832894229386655,0.0618010721950882,0.0490945459000782,0.0935483998437539,0.0751174472334083,0.0561780690349819,0.041217628460225,0.0818395590986316,0.0723034579633775,0.0559116191417151,0.0415667335069256,0.0329908715909121,0.05888279952158,0.0482060076743344,0.036603346779905,0.027137583597212,0.0381844284911103,0.0341829223270284,0.0268863963225503,0.0202424065825729,0.0157701834184926,0.0194955856203415,0.0162276729014602,0.0124987765207043,0.00936387947151609,0.00892926990390754,0.00808026348800532,0.00645356557081,0.00491779554467967,0.00386048220000181,0.00334068371239875,0.00282082051269252,0.002201652008737,0.00166648605534944,0.00113900975645083,0.00104001147274379,0.000842194828517357,0.000649176026431677,0.000329101103113432,0.000301691930804689,0.000245890080276788,0.000190594963564346,8.31383406254912e-05,7.61316210109977e-05,6.24453141076383e-05,3.05693085916949e-05,2.81990630427518e-05,2.3233110292489e-05
0.169549586953347,0.251001,0.169017354696548,0.238547427023338,0.167449971641318,0.227619825759267,0.167449971641318,0.135197215926491,0.195687711518085,0.195687711518085,0.13792394823913,0.161737076444206,0.207231390643581,0.161737076444206,0.13204363357157,0.183158515618726,0.183158515618726,0.133524203467806,0.153202062067116,0.188099515379943,0.153202062067116,0.112143153095829,0.167229146720089,0.167229146720089,0.125941496166027,0.137343422140025,0.163418377013256,0.137343422140025,0.102675119525274,0.137977786716514,0.137977786716514,0.106932939496853,0.0850752847918953,0.119481582098524,0.119481582098524,0.0937888216808797,0.0750916756113268,0.104861424433095,0.104861424433095,0.0832894229386655,0.0671030289175421,0.0935483998437539,0.0935483998437539,0.0751174472334083,0.056172056772938,0.0723034579633775,0.0818395590986316,0.0723034579633775,0.0559312178773256,0.0448263339419378,0.05888279952158,0.05888279952158,0.0482060076743344,0.0365976370214854,0.0341829223270284,0.0381844284911103,0.0341829223270284,0.0268997779637861,0.0212397737031751,0.0194955856203415,0.0194955856203415,0.0162276729014602,0.012496349252134,0.00808026348800532,0.00892926990390754,0.00808026348800532,0.00645709345122525,0.00515057643404027,0.00334068371239875,0.00334068371239875,0.00282082051269252,0.00220121223924997,0.00104001147274379,0.00113900975645083,0.00104001147274379,0.000842657933843753,0.000301691930804689,0.000329101103113432,0.000301691930804689,0.000246025209127904,7.64992869762634e-05,8.27377453635428e-05,7.61316210109977e-05,2.81990630427518e-05,3.05693085916949e-05,2.81990630427518e-05
0.23858471603088,0.169017354696548,0.251001,0.169549580974018,0.238510086301978,0.169010222855044,0.116821037203314,0.0947955226916465,0.200677589841245,0.139368298958978,0.0972515980193811,0.217146113454892,0.164955578399718,0.115309630549955,0.0938236386138924,0.189617607501382,0.135900086121889,0.0956901773831271,0.197099719986517,0.157423741480531,0.112107538350323,0.0808548308012019,0.173927783052615,0.12893369082659,0.091980556379648,0.171239867957879,0.1418463355766,0.103211978052371,0.0751662115766886,0.143863424566546,0.109971699807087,0.0796627400645785,0.0625728443519375,0.124680999740988,0.0966328428652593,0.0705626707707419,0.055626381268193,0.109494850438767,0.0859536982809232,0.0632720038211732,0.0500684908693695,0.0977315065200376,0.0776297112711267,0.0576035287818135,0.0420472616473455,0.0857583407572208,0.0751839680688772,0.0576111347777939,0.0425604865393223,0.0336657945033464,0.0615623109635939,0.0499351184005301,0.0376349030006738,0.0277567702576684,0.0400142271659802,0.0355988423554791,0.0277704395409665,0.0207796374895654,0.016127460094076,0.0203946147198834,0.0168417966253637,0.0128818819852971,0.00960101652771853,0.00935877775483083,0.0084258691333547,0.00668008308409309,0.00506062798476726,0.00395765141467644,0.00349749820816969,0.00293321293939404,0.0022748251768792,0.00171334125903414,0.00119518699171892,0.00108676418742444,0.000874387097803403,0.000670402468546915,0.000346274656325941,0.000316280398191174,0.00025631223027542,0.000197748387842713,8.83274887831241e-05,8.0667152447938e-05,6.59027463925747e-05,3.31167984799847e-05,3.05057246085871e-05,2.51062346450414e-05
0.169013813647163,0.238547427023338,0.169549580974018,0.251001,0.169013775488509,0.238547369586285,0.169013775488509,0.136021010898942,0.200692073288193,0.200692073288193,0.139372230696186,0.164965181997713,0.217180057737829,0.164965181997713,0.133850602161111,0.189638519950748,0.189638519950748,0.135907347985965,0.157437225400032,0.19713053708069,0.157437225400032,0.114066453913077,0.173950138534276,0.173950138534276,0.128943257204396,0.141861146083334,0.171266657663341,0.141861146083334,0.104941327483451,0.143883307069542,0.143883307069542,0.109981649752811,0.0869515061024989,0.124698624080744,0.124698624080744,0.0966422285846253,0.0768906678828172,0.109510593556389,0.109510593556389,0.0859625436735867,0.0688274010722259,0.097745743624942,0.097745743624942,0.0776380910184143,0.0576020591564523,0.0751936935176023,0.0857717701783007,0.0751936935176023,0.0576369824016938,0.0459640203296946,0.0615714541549908,0.0615714541549908,0.0499409283083929,0.0376324609949456,0.0356036468077001,0.0400205027575844,0.0356036468077001,0.0277872253898428,0.0218248528796997,0.0203976921921021,0.0203976921921021,0.0168438749259675,0.0128806662790678,0.00842705045161143,0.00936025651839728,0.00842705045161143,0.00668450218067644,0.00530529611214477,0.00349804076937663,0.00349804076937663,0.002933599525388,0.00227462224044515,0.00108692899634582,0.00119538525681941,0.00108692899634582,0.000874980999264956,0.000316334954939139,0.000346338467947547,0.000316334954939139,0.000256492132695612,8.10712453534598e-05,8.79290020472906e-05,8.06867498281229e-05,3.0517299914508e-05,3.3129317459631e-05,3.0517299914508e-05
0.227619825759267,0.167449971641318,0.238510086301978,0.169013775488509,0.251001,0.169549587273936,0.117013896659737,0.0949185994265644,0.204146881367986,0.140265682633122,0.0976405121533584,0.227607495793299,0.167441076485886,0.116246649400107,0.0944268678223164,0.195593180388128,0.137857698649708,0.0965700785845717,0.206600573440138,0.161245734884018,0.113695145711359,0.0816723941360598,0.18060149769652,0.13166192246081,0.0932771113945353,0.179506420117971,0.146205754106863,0.105227544076237,0.0762428469587666,0.149899480781415,0.112894079455664,0.0811425234377693,0.0635211390309207,0.130056241996586,0.0994158789950305,0.0720167842536799,0.056569406678909,0.11431106748205,0.0885948802121099,0.0646939565614508,0.051001644135573,0.102096043029047,0.080145015482586,0.0589968173215922,0.0428489792854376,0.089908278828125,0.0781409682051196,0.0593049937953286,0.0435348787525491,0.0343234316219138,0.0643754496601108,0.0516948001460679,0.0386634419588277,0.0283676406256066,0.0419577286809556,0.0370703147538626,0.0286685922234714,0.0213184090848102,0.016484038758011,0.0213477311832461,0.0174788861887457,0.0132739168303042,0.00984242028933924,0.00982156148540638,0.00879339062740818,0.00691818980127284,0.00521042206545429,0.00406000595519579,0.00367017841378417,0.0030563235795563,0.00235548197369761,0.00176586992373404,0.00126131855367389,0.0011420903693067,0.000913415995044,0.000697187321544472,0.000370184980435821,0.00033712698860196,0.000272208482997597,0.000209603665562927,9.86988493697382e-05,9.01737019800725e-05,7.38847743797374e-05,4.01820320173596e-05,3.71873157228441e-05,3.10071576199072e-05
0.167449971641318,0.227619825759267,0.169010222855044,0.238547369586285,0.169549587273936,0.251001,0.169549587273936,0.136299220629048,0.204146881367986,0.204146881367986,0.140265682633122,0.167441076485886,0.227607495793299,0.167441076485886,0.135190070283925,0.195593180388128,0.195593180388128,0.137857698649708,0.161245734884018,0.206600573440138,0.161245734884018,0.115710682741416,0.18060149769652,0.18060149769652,0.13166192246081,0.146205754106863,0.179506420117971,0.146205754106863,0.1070228900138,0.149899480781415,0.149899480781415,0.112894079455664,0.0887041017403269,0.130056241996586,0.130056241996586,0.0994158789950305,0.0786024893892572,0.11431106748205,0.11431106748205,0.0885948802121099,0.0704914315869037,0.102096043029047,0.102096043029047,0.080145015482586,0.0589905073324361,0.0781409682051196,0.089908278828125,0.0781409682051196,0.0593257710825071,0.0470755591513054,0.0643754496601108,0.0643754496601108,0.0516948001460679,0.03865741430384,0.0370703147538626,0.0419577286809556,0.0370703147538626,0.0286828515212763,0.0224086374639223,0.0213477311832461,0.0213477311832461,0.0174788861887457,0.0132713418214493,0.00879339062740818,0.00982156148540638,0.00879339062740818,0.00692196462723087,0.00546645922805794,0.00367017841378417,0.00367017841378417,0.0030563235795563,0.00235501352419702,0.0011420903693067,0.00126131855367389,0.0011420903693067,0.000913913185359454,0.00033712698860196,0.000370184980435821,0.00033712698860196,0.00027235376823729,9.05782728295173e-05,9.82547617687298e-05,9.01737019800725e-05,3.71873157228441e-05,4.01820320173596e-05,3.71873157228441e-05
0.116252765950775,0.167449971641318,0.116821037203314,0.169013775488509,0.117013896659737,0.169549587273936,0.251001,0.198875993362391,0.140265682633122,0.204146881367986,0.204146881367986,0.116246649400107,0.167441076485886,0.227607495793299,0.194868606125552,0.137857698649708,0.195593180388128,0.195593180388128,0.113695145711359,0.161245734884018,0.206600573440138,0.16399973890176,0.13166192246081,0.18060149769652,0.18060149769652,0.105227544076237,0.146205754106863,0.179506420117971,0.148453874583369,0.112894079455664,0.149899480781415,0.149899480781415,0.122809050704382,0.0994158789950305,0.130056241996586,0.130056241996586,0.107811172256539,0.0885948802121099,0.11431106748205,0.11431106748205,0.0957840806481125,0.080145015482586,0.102096043029047,0.102096043029047,0.0801364428264727,0.0593049937953286,0.0781409682051196,0.089908278828125,0.0781683467697838,0.063858154630692,0.0516948001460679,0.0643754496601108,0.0643754496601108,0.0516867402183439,0.0286685922234714,0.0370703147538626,0.0419577286809556,0.0370887547090696,0.0300367719167747,0.0174788861887457,0.0213477311832461,0.0213477311832461,0.0174754949211278,0.00691818980127284,0.00879339062740818,0.00982156148540638,0.00879818990107346,0.00722968600983345,0.0030563235795563,0.00367017841378417,0.00367017841378417,0.00305571536881487,0.000913415995044,0.0011420903693067,0.00126131855367389,0.00114271288793482,0.000272208482997597,0.00033712698860196,0.000370184980435821,0.000337307614793469,7.42113167332266e-05,9.01737019800725e-05,9.82547617687298e-05,3.10071576199072e-05,3.71873157228441e-05,4.01820320173596e-05
0.0944318285516503,0.135197215926491,0.0947955226916465,0.136021010898942,0.0949185994265644,0.136299220629048,0.198875993362391,0.251001,0.113354252898896,0.163804395512377,0.235878375612143,0.0944268757312503,0.135190081607073,0.194868622447209,0.227607478812715,0.111896064634432,0.160075476353012,0.216156702414168,0.0927186582098783,0.131642990884621,0.184585432445111,0.195995942666325,0.107696058669694,0.151474422656288,0.194381724493673,0.0863241780273691,0.121074297877566,0.164568897533046,0.17274724077078,0.0932421237167581,0.12853622681177,0.158745918609047,0.144851834402147,0.0825356337913715,0.11260678634823,0.136928906928447,0.126020348981014,0.0739375416066049,0.0998486542044796,0.119772229642507,0.111028887212617,0.0672346312526668,0.0898931297903418,0.10654219779865,0.0936988369248309,0.0495932623092784,0.0669974518322771,0.0851941275151754,0.0874055562095556,0.0749939281626466,0.0438087268140791,0.0574692096908793,0.0667526679544616,0.0596657128911198,0.024167918184345,0.0321600083432914,0.0400509778699144,0.0409639735216764,0.0349954423080518,0.0149548520486546,0.0192772044913247,0.0220306788042599,0.0199459513564319,0.00587844997118885,0.00770944778036409,0.00942853216658989,0.00961931236519421,0.00833975015559106,0.00263883361751021,0.00334656312951672,0.00377348209430655,0.00345245562526373,0.000782525880007179,0.00101124665932655,0.0012164743914372,0.00123845053971157,0.000234437139424645,0.000300175783359381,0.000357842173628043,0.000363916990238894,6.44919644468773e-05,8.09630069660315e-05,9.52626155367776e-05,2.72577612478898e-05,3.37168443608865e-05,3.90822702147907e-05
0.195687711518085,0.195687711518085,0.200677589841245,0.200692073288193,0.204146881367986,0.204146881367986,0.140265682633122,0.113354252898896,0.251001,0.169549591606702,0.117013902247402,0.204140924916622,0.204140924916622,0.140261787663716,0.113351131814548,0.227521519553072,0.167379576297593,0.116204540142992,0.195109221840491,0.195109221840491,0.137519806797406,0.0980435388165595,0.204298215958264,0.159455955989521,0.112437855878612,0.174408778959393,0.174408778959393,0.127158156096999,0.0916552864762158,0.166779587202897,0.135852379991941,0.0977874672534468,0.0762512375076405,0.143846353548306,0.119163616575246,0.0867195073251573,0.0679095503068222,0.125807833723407,0.10574768910587,0.0778031301598649,0.0612044269221033,0.111895583206115,0.0952511694860754,0.0708373113234127,0.0513371948470258,0.0902565324868829,0.0902565324868829,0.0708619465210596,0.0521907853290069,0.0410658551647027,0.0701117634469038,0.0609427415690549,0.0462626620004645,0.0339513242015335,0.0424294036646946,0.0424294036646946,0.0340809786953553,0.025511106184333,0.0197114828067421,0.0231713475214196,0.0204777168605685,0.0158450560804764,0.0117814291163894,0.010016539216071,0.010016539216071,0.00820805408440987,0.00624367904082041,0.00487120112254376,0.00400195670990326,0.00358670591971358,0.00282802369526762,0.00213371911956137,0.00132162332738981,0.00132162332738981,0.00110527746064083,0.000857349687989718,0.000408872365785166,0.000408872365785166,0.0003471145987236,0.000274009231202889,0.0001272330871376,0.000126765056341925,0.000110514270218315,6.4678146870663e-05,6.4678146870663e-05,5.78951382797116e-05
0.13792394823913,0.195687711518085,0.139368298958978,0.200692073288193,0.140265682633122,0.204146881367986,0.204146881367986,0.163804395512377,0.169549591606702,0.251001,0.169549591606702,0.140261787663716,0.204140924916622,0.204140924916622,0.16379977905244,0.167379576297593,0.227521519553072,0.167379576297593,0.137519806797406,0.195109221840491,0.195109221840491,0.140011889063747,0.159455955989521,0.204298215958264,0.159455955989521,0.127158156096999,0.174408778959393,0.174408778959393,0.129344913492494,0.135852379991941,0.166779587202897,0.135852379991941,0.10700224475571,0.119163616575246,0.143846353548306,0.119163616575246,0.094690127132491,0.10574768910587,0.125807833723407,0.10574768910587,0.0847660880153947,0.0952511694860754,0.111895583206115,0.0952511694860754,0.0708297499289127,0.0708619465210596,0.0902565324868829,0.0902565324868829,0.0708867317005337,0.0564437394509378,0.0609427415690549,0.0701117634469038,0.0609427415690549,0.0462554626688487,0.0340809786953553,0.0424294036646946,0.0424294036646946,0.0340978951705497,0.026808259910753,0.0204777168605685,0.0231713475214196,0.0204777168605685,0.0158419927439676,0.00820805408440987,0.010016539216071,0.010016539216071,0.0082125066983696,0.00654554692712539,0.00358670591971358,0.00400195670990326,0.00358670591971358,0.00282746884718925,0.00110527746064083,0.00132162332738981,0.00132162332738981,0.00110586060809398,0.0003471145987236,0.000408872365785166,0.000408872365785166,0.000347284534904812,0.000110909390779816,0.000126765056341925,0.000126765056341925,5.78951382797116e-05,6.4678146870663e-05,6.4678146870663e-05
