"f","e","d","c","b","a"
-5.21357223705264,-4.10631061146272,1.9495356929833,-2.2654324319949,-1.8390112362596,-1.48568243764835
4.12797202629204,2.79133197646561,-0.83289197882834,1.93301609468608,2.4184649985017,1.70872049510058
1.6798446200157,1.32325692772647,-0.650649451812118,1.25343439441862,0.12257602374066,0.599473897771031
4.84523454158872,4.12279659784305,-1.49270030945625,1.73864515154055,0.615988489195267,0.622882458534598
3.0867736607018,2.55035790609086,-0.764155248270406,0.906924252388452,1.0520927106458,0.664852495828731
-9.58421235045677,-6.81196041196612,1.97438823068527,-2.85903337858239,0.0158544450433958,-0.703121323042977
1.33393231408973,1.84509391776658,0.113235211805269,0.216141798244523,-0.0716513517060774,0.260729113689792
2.25480518155633,1.26578335694494,-0.889881168417588,-0.131418136009662,0.978601392118425,0.189416575353931
9.15634595201887,6.78091188963817,-0.914690523091923,3.05016636559006,2.04884798044709,2.27355777575454
0.852039680524796,0.284978935992892,0.253662268251058,-0.0302101719828539,-0.647686888518084,-0.772057130432064
-3.52261642280231,-2.13729401902855,0.0718536830169056,-1.76632150764823,-0.160394188280071,-0.858451501173755
0.333478858832171,1.35922238727722,-0.542841974530707,1.8658488411367,-0.402253551202757,-0.134226506043699
-0.0460945774717954,0.976613556431024,-0.875529307092075,-0.0800455543155247,1.35091187794673,0.962829913736247
6.86333316978599,5.65238269829336,-4.11863775772356,2.08604833364432,3.70968548222157,2.50613363036741
-3.11286294697543,-3.75695165448364,0.642359201710367,-1.99958060877044,-0.413439712941021,-0.665230630111516
4.18316670566888,2.66036967647779,-1.43633909461664,-0.154095371581477,0.637921138406485,0.684802520218747
-1.98694299972209,-1.19611234399516,0.539712825056539,0.307216218614848,-1.05331796187771,0.122312431856117
4.92575321492962,4.83269708627639,-1.41733793253067,3.91366195141875,1.76564605995319,2.52477366670648
-1.08845496632887,-0.729581672582072,1.24030400726377,0.193027043717222,-0.831440538800374,-0.665111772787834
1.25070495909478,0.581746285701873,0.0692055432641563,1.03459286034314,-1.33144068832745,-0.48280657091458
6.75410270381798,4.35660099940434,-1.02470375603451,1.79948265742269,0.784504846359154,0.846145740448938
-4.63849361891366,-5.09161156944171,3.09458088101877,-2.05362832321608,-2.03134139580913,-1.14763156636007
5.7128968380577,3.98947704058472,-2.12800865663447,0.478443017601416,1.56536261965057,0.94528583854837
-2.57714954657142,-1.54204950114048,0.788304997696984,-1.46173813613372,-0.817927002789554,-0.658532930296553
-2.06862787097922,-1.25430162239101,0.567761619096689,1.28584083485287,-0.590553295441053,-0.76670883422399
2.96371640646563,1.97899338131693,0.212709844001622,0.0443325143920368,-1.82485532911938,-0.498251499128449
0.416606918929091,0.55963034365606,0.538479731473902,0.195346234037633,-0.461869114357569,0.25262402136522
6.54999495534459,5.68949385534859,-1.77526123016474,2.84951333854822,1.7537505756451,1.14407776788621
-5.17997227500249,-4.21742962491902,1.90304640989077,-2.1920995157541,-1.37527826353182,-1.3245561902452
-2.34318290339287,-2.34732029287549,-0.298485010855689,-1.38441471989512,-0.65674807515328,0.0286113086434214
10.7896704104897,8.32781546140584,-4.10523660185273,4.16133750352134,3.32761312780024,1.94467012439345
-1.66447408294372,-0.901585280926099,0.135984930566458,-0.323964122595078,-2.02447583136376,-1.23376029124674
5.42351137418693,4.62165069781574,-1.73721747183384,1.78446048445844,1.91578014864737,0.973641284296782
-2.1456472405772,-2.17725960930675,0.0802222925520482,-1.36440296143449,-0.322294580965942,-0.0598302807763438
2.97342955456733,1.56994182426889,-1.04405247649071,0.626076555507974,0.912432483294582,1.11679413289729
-2.67020072771272,-0.741509384527938,-1.77433746354063,-1.01017284484603,1.30299416083426,0.132525843175102
-2.63632494655371,-2.45700656009966,0.783310538867011,-0.286519977275828,-1.80697348505688,-0.861319812679897
7.01126055684336,5.6150131623007,-2.82641687086268,3.31526507480909,3.58046117173324,2.62468002101903
-2.19278306077516,-0.545156715612284,0.566720446135245,-0.61736183965941,0.811400201326008,0.357527747145497
4.37933460233933,2.86095144765736,-1.58348532647413,0.0525698661106682,1.23165524740797,-0.334157791737917
-1.25216637426171,-0.0367270033466968,-0.727626998895999,0.215464158920097,1.08353666448554,0.517357109092962
-5.2070052296701,-3.20525135757347,1.11903817491268,-2.11735155776433,-1.47819054517501,-0.233378484498152
-3.73717885461693,-2.25809648256874,1.28491967509352,-0.969337815244783,-0.107961519354012,-0.425585512053018
-1.66837484201338,-0.738280892139478,0.820599502806264,-0.565001567990699,-1.66967131942672,-1.34016622312752
-2.08955621490729,-1.43846566928779,0.04475271841699,-1.67702089653615,-1.71251634459095,0.248368511164658
4.3418696270474,1.88233312259779,-1.65304787589875,0.732782145651733,-0.0468444922435229,0.855446385843543
-5.05764227190331,-3.43668555796089,1.56449244000132,-1.32095573399965,-2.04069663547427,-1.25640793504641
-0.384684364912614,0.221077848428762,0.570332537800744,1.65709940617873,1.15880488374316,0.906023235941424
-2.36978351935754,-2.91537977550211,0.836278058013618,-2.41103685853615,-0.0310667065371761,-1.14709244425304
-4.40400501422343,-2.96796127373779,2.82696754205203,-1.43237318166713,-1.96863339090187,-2.11187697161935
-4.26779046317225,-4.25308019274559,1.91381613469842,-1.33748570649874,-2.14784343035508,-0.958864055081096
-5.17932255875186,-3.35435554568485,1.31398185894415,0.22357712751484,-2.1778499443881,-1.07429541137838
3.46174906930966,2.3135152198189,-0.932821214087027,1.55045486961301,1.41657625485332,0.888158586546663
-2.73248795984319,-0.724512553817688,0.620077338591938,-0.863394708750736,0.685572991770295,-0.23416561422621
-1.51402987372341,-0.524542249062304,1.18387524369068,0.127454624804797,-0.171296510047856,-0.646024999648828
0.379652882277437,-1.0739516272743,0.51035951967341,-0.611655516024095,0.504617842909822,-0.206748375299769
-6.53032393369321,-5.5056108399149,1.42701423179072,-2.60217205414287,-2.51135072464565,-1.91682790290693
4.30329006742867,3.83832723379974,-0.321039716354344,1.37379924819829,0.794853965044648,0.564410761018422
2.17400837619816,2.35558752219107,-0.560562298159895,1.12962501596751,2.31706357249621,1.51940562962013
-3.58609179975194,-3.59428602783972,1.16552799705462,-1.77263305254296,-2.34359841462675,-0.0508966922731296
1.10866193796002,1.80054436331378,-0.0700864347659229,2.45003527132636,-0.470337050889604,0.830636324139707
8.1586578395506,7.33522302016533,-5.88391765700629,2.60297132337599,3.42490053948674,1.62145032159165
-2.69203080067303,-1.6442051803327,1.88007817080023,1.03889232278836,-1.6117684642077,0.0946550262049782
-6.7478090575035,-4.20575841516227,0.772669026380968,-2.20773025435133,-0.780414875507281,-0.915902605914288
0.200315148454251,-0.174692382057273,-0.870887643508823,-1.46900449804688,0.954324654417929,0.460745997458451
-4.90085528414923,-4.77869794784202,1.79125324655306,-2.82236410640053,-1.98876370160672,-1.83788704352205
-0.245929370240026,-0.582213908950491,-0.120372655751233,-0.472195428700869,-0.0728596837160835,-0.346211694935012
-1.49778803413627,-1.42735809600557,2.13040945388117,-0.208406819771839,-2.59113291296745,-0.612961519417797
3.04939772052482,2.55690731325532,-0.708845202513904,0.417188746829556,1.56638882589846,0.108276051197756
5.15601720891325,2.75131075067925,-0.0205216115575114,1.04580340816809,0.230113217135909,1.12941775450134
7.56853315693751,3.93200167965996,-3.72397052793084,1.53253921366696,2.42789005421307,1.79429542889254
2.43608762193455,3.08949050899663,-1.54577006040712,1.42466078197946,1.96836534266695,-0.0559103383650854
1.3607477328181,1.33462690906176,-0.49414553542651,0.771867841117281,0.0714461220878145,0.332139322826447
6.2539848212198,5.32871096442107,-2.20161128198931,3.32911854854094,2.3543525028903,1.68912614668869
3.17879771176164,4.17331050155475,-1.27099058512656,2.76520949559446,1.71292317417676,1.17873841773296
1.31691121863495,2.16971749684029,-1.0402438188618,2.37806216679665,1.76132071490717,0.690859391338754
-2.8016769081694,-1.78149942913374,1.6417465412509,-0.90614092849491,-2.49792973047864,-1.74858703256335
0.680381063751928,1.04604007918986,0.382464494715298,1.87076357049341,-2.13029415518094,0.298031137998902
4.87685433440566,4.31320396156842,-2.6640868646836,-0.278720402709456,2.80796681500098,0.767579254769199
1.52249241791866,1.89019586562518,-1.36924262476737,-0.0017863463348573,0.63809967903537,1.2850834129359
-5.24606556170581,-3.99803058810301,2.21946541287799,-1.77357502536815,-1.30756366347667,-1.27692320228318
2.9938708478154,1.5443920073557,-1.61882692848219,-0.0134246177269037,-0.575705772245476,-0.165243077494926
-2.31240621238492,-1.74839543605692,0.725625627870606,0.392660133232577,0.296661929953761,0.933425190099317
-4.26246746345357,-2.91116828850965,1.96230706534243,-0.398129103316126,-2.75748904275274,-1.18971270649565
-3.8994070949233,-3.11071783896616,1.97550158868969,-0.0143474375066835,-0.452833439030311,-0.504710326903274
-4.00561822452719,-2.37555381240248,0.833958330274327,-1.31341592830217,-1.8425076847524,-0.972855855896594
-1.94072302416385,-2.33065966546154,0.605506515789424,-2.55610559663838,-1.11915332766561,-1.81423349002501
3.14621211681104,1.51935285396135,-0.41583090088659,2.06752696012468,1.45250806758974,0.751471323935778
-2.07691733618312,-2.03853893707893,0.873490829695554,-1.92741570169133,-0.103985632652102,-0.833708937871172
-4.05074936551077,-3.79750658613694,0.68292809231961,-1.58639735747564,0.256431119844399,-0.299655896767344
-2.05493508433252,-1.42358572558315,0.285065356843565,-1.80584226167763,-1.04137891940289,-1.15202791594885
-7.20919566411121,-5.94473213470766,3.93267864668783,-1.85614984386397,-2.74645782662155,-1.47281599073899
3.43817067893512,2.2404743843666,-2.71827836242336,-0.214957556500783,0.959738107664276,-0.0716797221440216
2.75212261678756,0.591490640573552,-1.81951245116636,-0.994804878100514,1.33579491327203,-0.134179104439232
-4.17624111131149,-1.5008519567176,0.40264953503461,-1.73643429315688,-0.829507442178499,-0.234338257725864
-0.985283458077572,-0.339350078107408,-0.0697001203637793,-1.01480600296729,-0.757078108880375,-0.0382046972526309
1.21457485057938,0.845832398943011,0.318156504195691,-0.369551462112447,0.719554236338283,0.422813401997071
-1.71379693155988,-1.80215346695904,1.81737497056004,-0.87332170993172,-2.53936029660374,-1.59365463556715
1.61413423643451,1.09220999442141,-0.460586320925329,-0.597027028595653,-0.159129396471179,-0.83387329690003
1.45281266231176,2.16124754299514,-1.93068928489931,-0.296322021018742,0.0167705172531975,-0.454098293242681
-1.37238027382489,-0.561528691562807,-0.990436625480285,-0.887716058443351,1.06331235038739,-0.168327131061124
2.38222721502092,1.59290564748669,-0.367321638689428,1.04188364984067,0.62017904936509,-0.935087362563112
0.798830705862961,0.338681842454611,0.729637134732113,1.24151164887017,-0.39704012783012,-0.278368663536512
-3.84712988016429,-2.26612311634252,2.41128583930027,-0.350302189167964,0.0607639228279518,0.636502734808966
2.20625990209029,-0.0665759842641584,-0.0108997468740169,-0.195768612324861,0.257535324148972,-0.471914366191032
0.571950103401014,1.72720538366951,-1.49971108856874,0.178037430224125,0.74779416853961,0.725127111449104
-2.04644913348722,-0.920150852325856,1.61872491483902,0.309731443586633,-2.13669982147291,-0.702395687994462
3.49264620823673,1.95833850326327,-0.55992566739195,1.69708559076252,2.2316031668286,1.2392498343374
-1.19988239255136,-0.835944921519977,1.75542525610867,1.00815694982011,-0.708256848286777,-0.190367907657692
6.31485210553136,3.79215335115043,-1.10949532412169,2.20074914993688,0.457113369860494,0.63856598067247
1.42661180165827,1.75500962897329,0.0290542320587669,1.1609266187893,0.654831940389854,0.665824637731465
0.89184944516996,-0.251398205024508,-0.583692713999444,0.184609104405098,-0.322386687101829,0.282184040647851
-1.26203762845574,-0.385772255009426,-1.89243782118546,-2.0356768769679,-0.431009986488426,-0.454278473486098
-6.09464072001547,-4.3036024440281,3.40213916713835,-0.43598055559511,-1.53491778749458,0.209522742641952
-0.439686375011724,-0.182504820339509,-0.966610294893341,-2.44669492812295,0.0863571125659962,0.281273597233147
-1.21380873169079,-0.943340455529562,2.59314228063646,0.945715084475276,-1.40371922759518,-0.708019817595377
2.57284768366614,1.67562420026944,-1.66511642731282,0.365566061546043,1.53805127781865,0.685899233913177
2.7836657170505,1.88806705742371,-1.53229659535439,-0.302447393288038,0.0903381031893884,0.406842804969941
-2.80573347193925,-0.0532052312476627,-0.907624356557934,1.49553491592393,-0.612422088870059,-0.288680475778623
0.680435910032599,0.441377909641086,-1.27642171125775,-0.8461343570757,0.017847582120435,-0.23078825257852
-3.59826043624074,-2.52399634074732,0.00849633424456031,-2.62529118731524,1.58636962972861,0.112948770439113
3.28036055135513,1.45356305446733,0.760734401508771,0.877571438163762,-0.594723509194999,-0.200733198631922
4.3388858268538,2.43771749284097,-0.611563622521182,2.28000100132721,0.833682327506709,0.906045165494418
-1.62089547912067,-0.439561331430219,-0.307269638327421,-0.22909878645872,1.42415488443677,0.974479016771546
0.923158733432017,0.371302433322307,0.334033646204632,-0.60754579349868,-0.256403507754095,-0.287015936751733
12.2033705966742,8.47973580699443,-5.22696506603837,2.40960562799069,3.60069946630406,1.70956562355646
0.570735529110459,1.49585349098108,0.161031196678315,-0.481795507232334,-0.0557484808762014,-1.16394498045011
0.469781365111935,0.787730552312458,-0.120053934089232,1.1630055747353,0.0178238733239142,0.100867683216262
-1.63119364802198,-0.145521094929626,0.0925686208025971,0.0619752480552796,1.92807021378367,0.210512657635365
1.86532602107585,1.39572993152886,-0.305455127656245,0.677048965484151,1.21142516458742,0.799347403134311
-4.5635606269352,-4.03834993874317,0.822059957494012,-2.9840025922899,-1.12546921938742,-1.15024673237798
-6.27327381599799,-4.69880777618648,2.73139668269233,-0.99858358865145,-1.73560328630333,0.282988664851917
10.2926745236801,7.41400273698471,-4.83004641055469,2.42080983852921,3.81548202486584,2.35893058777439
-5.40003477338686,-2.84117023357959,2.19502349873988,-2.11318836538313,-3.14421309221663,-1.83173404647929
3.85085563353822,3.71908768700377,-1.70469034329351,-0.0625850267474657,2.66777892462793,1.11057172434219
-0.662967365090677,-0.930546819345607,1.03886218767682,-0.458253166957104,0.479426555886071,-0.564599429284731
1.43691105585604,0.08400770399775,-1.14196962123451,-1.21281729976181,0.740567950192307,-0.274871842271193
-2.95074521707932,-2.39230190864807,3.05080267603764,0.475519439915113,-1.85054739408044,-1.59086810326873
1.14190633871294,0.756357757332703,-0.629122893410911,-1.00996825155991,0.169330165834778,-0.617612015821148
-7.37939815701544,-5.97974696018177,1.65988761374007,-2.44572825566948,-2.81356980935885,-1.57386138973963
4.69903536555057,3.88901205723633,-1.44296643165832,1.90102506839105,1.54327607422341,1.23864087862406
0.484449131847362,-0.210175791523457,0.591406144454869,1.16390940506896,-0.557248495770723,1.18002287462268
6.29371507380002,3.74032482057855,-0.639173028794107,2.76402018035014,0.327830631713281,1.40071637989585
-3.9997665997487,-3.96372456507183,2.20485747397616,-0.521862131580255,-2.25120889531852,-0.906581486747134
-0.810083770052664,-2.18466293257612,0.410456067126492,-1.91540311926534,1.30511464793262,-0.314861600935603
-10.0661624428376,-6.74980464035647,2.71530625773526,-2.77990137525251,-2.05723726247467,-0.726077366345887
2.45000212947824,1.79996416614737,-2.73241900551233,-1.66712503590535,2.73136308875286,1.00067995800064
-5.10714373001069,-3.37185473770082,1.94719317112893,-1.15449413781628,-0.72576230644185,-1.09372687152499
-2.03031597729511,-1.098044699177,-0.816109251911768,0.727055087634363,0.330288601083624,0.0357372837179352
3.86476409339645,2.69825038291326,-0.444760438293287,0.807792340313691,1.1426650418971,0.420375925746789
-1.0597442959576,-2.30422255628208,2.03066824907176,0.131317105426009,-2.23850967837449,-0.350801344270225
-8.78867454176403,-7.30439534426228,4.51440093336407,-3.00162500767854,-2.75232980235124,-1.61162292377344
-0.380398473959318,-0.317156503820946,0.0803933375919189,-1.1964369683019,0.377470302190639,-0.560262441259132
